0.000000000000000000e+00,0.000000000000000000e+00,4.478241868696612449e-01
0.000000000000000000e+00,1.000000000000000000e+00,4.484353032194770550e-01
0.000000000000000000e+00,2.000000000000000000e+00,4.556865249774331161e-01
0.000000000000000000e+00,3.000000000000000000e+00,4.613049008423041331e-01
0.000000000000000000e+00,4.000000000000000000e+00,4.615242230296958126e-01
0.000000000000000000e+00,5.000000000000000000e+00,4.660651086175317537e-01
0.000000000000000000e+00,6.000000000000000000e+00,4.709103395364745981e-01
0.000000000000000000e+00,7.000000000000000000e+00,4.777804717577874283e-01
0.000000000000000000e+00,8.000000000000000000e+00,4.921594067512121140e-01
0.000000000000000000e+00,9.000000000000000000e+00,4.901042116332472998e-01
0.000000000000000000e+00,1.000000000000000000e+01,4.856522321257888963e-01
0.000000000000000000e+00,1.100000000000000000e+01,4.950171701114255418e-01
0.000000000000000000e+00,1.200000000000000000e+01,4.975605493296994530e-01
0.000000000000000000e+00,1.300000000000000000e+01,4.913904682208533048e-01
0.000000000000000000e+00,1.400000000000000000e+01,4.935021542945852158e-01
0.000000000000000000e+00,1.500000000000000000e+01,4.929731422238723404e-01
0.000000000000000000e+00,1.600000000000000000e+01,4.994966707329762667e-01
0.000000000000000000e+00,1.700000000000000000e+01,5.009814335320154077e-01
0.000000000000000000e+00,1.800000000000000000e+01,4.931939769130379014e-01
0.000000000000000000e+00,1.900000000000000000e+01,4.911798295730264163e-01
0.000000000000000000e+00,2.000000000000000000e+01,4.640606310153010394e-01
0.000000000000000000e+00,2.100000000000000000e+01,4.458874866960755301e-01
0.000000000000000000e+00,2.200000000000000000e+01,3.814876857195010906e-01
0.000000000000000000e+00,2.300000000000000000e+01,2.610002905291531339e-01
0.000000000000000000e+00,2.400000000000000000e+01,3.928095664389100183e-01
0.000000000000000000e+00,2.500000000000000000e+01,4.581260241814115175e-01
0.000000000000000000e+00,2.600000000000000000e+01,4.913169203428632281e-01
0.000000000000000000e+00,2.700000000000000000e+01,5.202516559651314543e-01
0.000000000000000000e+00,2.800000000000000000e+01,5.450876126290831181e-01
0.000000000000000000e+00,2.900000000000000000e+01,5.619616537883869167e-01
0.000000000000000000e+00,3.000000000000000000e+01,5.755827391678878246e-01
0.000000000000000000e+00,3.100000000000000000e+01,5.859189699421792907e-01
0.000000000000000000e+00,3.200000000000000000e+01,6.029539703724892119e-01
0.000000000000000000e+00,3.300000000000000000e+01,6.140466292446604690e-01
0.000000000000000000e+00,3.400000000000000000e+01,6.269098105582091573e-01
0.000000000000000000e+00,3.500000000000000000e+01,6.304403297508307524e-01
0.000000000000000000e+00,3.600000000000000000e+01,6.456369450756757056e-01
0.000000000000000000e+00,3.700000000000000000e+01,6.499720858241211374e-01
0.000000000000000000e+00,3.800000000000000000e+01,6.552326721814860644e-01
0.000000000000000000e+00,3.900000000000000000e+01,6.649852481342859445e-01
0.000000000000000000e+00,4.000000000000000000e+01,6.703536624354642370e-01
