Sample,0,1,2,3,4,5
Mn_Hf,-6.012729746,-14.3657599,0.855219913,-8.162058295,0.212498129,-2.576531105
Mn_Ta,-3.130635242,-7.792600678,0.235929987,-5.813445853,0.27023,-0.829478335
Mn_Re,-2.015290635,-8.106026385,0.397159152,-3.448177323,1.711003666,-0.376362199
Mn_Os,-5.562360857,-10.53250967,-3.856229969,-5.514276614,-2.76666331,-1.754764849
Mn_Ir,-8.367448341,-13.79556034,-7.108815277,-6.817497829,-5.580099156,-2.406541017
Mn_Pt,-6.98506811,-10.64157381,-6.286992974,-5.707353412,-3.916261408,-0.811963688
Mn_Au,-7.376037176,-18.27548419,-8.782164271,-8.303493788,-1.834835197,-0.593863846
Fe_Y,-2.989545584,-9.030450026,7.18670999,-1.289413794,5.246824485,1.553747186
Fe_Nb,-2.319350951,-5.892810751,-0.719158044,-5.551052166,-0.029514445,0.218809945
Fe_Mo,-3.1568856,-3.512201332,-0.252413886,-3.57647176,-1.134829682,0.773836504
Fe_Ru,-1.057923812,-2.490535034,-0.159356901,-2.495307406,0.187060828,0.337410916
Fe_Rh,-2.775031392,-7.871108479,-2.711044266,-4.017033169,-1.460876396,-1.073188192
Fe_Ag,-6.812360057,-14.42536181,-7.084115621,-8.651045204,-5.55971051,1.248880634
Fe_Hf,-8.032760645,-21.93861173,-1.187812591,-11.43106364,-0.256785707,-3.478880431
Fe_Ta,-4.632379644,-13.06082016,-0.657758821,-8.212211404,-0.203852539,-1.327079623
Fe_W,-2.962419683,-4.580257973,-0.073160306,-4.005130766,-0.996089443,0.900806892
Fe_Re,-3.308232837,-8.528612403,-0.276239969,-6.153311961,-0.225027349,-0.841609899
Fe_Os,-1.408415259,-3.298969993,1.282472368,-2.752779499,0.190047716,1.18034336
Fe_Ir,-5.651366363,-9.271294979,-4.274733517,-4.299364911,-3.389280736,-0.956509974
Fe_Au,-6.121243608,-12.71736987,-6.26496975,-7.374514995,-2.305532099,1.175103616
Co_Y,-2.105184316,0.399616094,10.88122861,5.348057224,5.273524293,3.98398315
Co_Zr,-0.212524909,3.618403002,9.737359717,2.629912013,4.517725783,5.384234708
Co_Ru,-4.292626255,-6.172280748,-1.090914429,-2.50779244,-2.696971283,-0.308703083
Co_Rh,-6.511638568,-12.08750613,-3.967423943,-4.980578333,-4.692652055,-1.526206874
Co_Pd,-6.183632482,-8.695300987,-3.386317082,-4.797803953,-4.882561135,-1.183146116
Co_Ag,-11.52412809,-24.52850706,-13.06952348,-13.69030745,-9.372496609,-2.804613837
Co_Hf,-7.021798995,-13.05396597,2.581633151,-4.320302789,-0.303832737,-0.302094776
Co_W,-1.638911184,-0.612098607,3.372687569,0.107830972,-0.719919794,2.38175824
Co_Re,-4.588310239,-8.050356644,-0.124650631,-3.411400547,-2.554359056,-0.281960045
Co_Os,-4.679338766,-10.33182135,-1.876400926,-3.047914257,-2.807751347,-0.519202884
Co_Au,-6.868748355,-19.47953673,-9.452357805,-9.789953717,-2.0913227,-0.935478302
Cu_Ru,-1.035869466,-8.437012156,1.007921819,-1.058890379,2.027304256,2.074241498
Cu_Rh,-5.09738266,-10.61922308,-3.213749277,-5.986290262,-2.298173056,0.08693522
Cu_Ag,-9.326268126,-27.83577173,-17.07535126,-15.45242252,-6.245238637,-10.85435235
Cu_Hf,-6.579771127,-1.008980093,0.047091909,-0.435755016,-1.830251994,0.124691555
Cu_Ta,1.705650769,3.728328225,3.933425308,1.750840616,3.260099518,1.810643202
Cu_W,1.082107015,-3.556262051,1.153001626,0.686585856,1.887878944,1.837895699
Cu_Os,0.879943481,-2.08781184,4.12462198,1.107073119,2.523747508,4.120827899
Cu_Ir,-1.372163577,-10.09593792,-1.348751273,-2.802673259,1.793875513,1.73028261
Cu_Pt,-3.076045018,-15.28762202,-7.122274628,-6.129728081,1.047010026,-0.519893101
Cu_Au,4.209020819,-10.51078225,-3.139514697,-6.599483141,9.194536115,-2.861408881
Y_Zr,-0.372858716,3.452972063,4.420332219,1.295200664,1.076519876,5.96817551
Y_Nb,-1.838622167,1.307393781,3.433660538,0.303043918,0.006736211,4.737930811
Y_Mo,-4.330372696,-2.759839887,1.09018711,-1.659000302,-1.636706532,2.526619867
Y_Rh,-5.789386226,-4.107383418,1.633080586,0.004792904,-0.076532735,0.692570041
Y_Ag,-3.754336658,8.68027301,8.278951142,7.285334139,1.382224207,5.930688894
Y_Hf,4.328610765,7.193883045,7.677553359,2.5218501,5.980562975,7.447557068
Y_Ta,-1.804887795,0.840599484,3.673130718,-0.184750564,0.824560588,4.860826117
Y_W,-4.450332221,-1.748192368,1.11309862,-1.418135305,-2.238754024,3.091943342
Y_Re,-7.920840933,-4.60105726,-0.882009468,-0.824749059,-5.149694633,3.882485243
Y_Os,-2.19217641,-0.515101435,3.415450335,1.479104694,-1.358506155,4.496752686
Y_Ir,-4.04707338,-3.714737541,0.370670658,-0.836370976,-2.01851447,2.255405415
Y_Pt,-1.076803071,0.189752381,0.93173122,-0.279136795,2.017248426,2.698148424
Y_Au,9.363647302,22.41066988,16.25622915,6.989192499,12.59997427,9.632211252
Zr_Nb,4.604179753,7.52307372,8.601628981,3.654562556,5.595046843,5.132920885
Zr_Mo,0.971730624,2.221804889,4.332768418,-0.099604341,2.490529228,2.739468499
Zr_Ru,-1.628468402,-2.153772538,1.639441458,-1.981134024,0.955141081,0.449165879
Zr_Rh,-0.312612574,-4.289074381,2.950705219,2.196261888,4.254702377,0.74781161
Zr_Hf,8.832677228,13.87884893,12.1168129,9.258598511,10.0435825,12.08026094
Zr_Ta,7.695140451,10.40516189,10.47832709,4.590450733,9.200910664,6.883858774
Zr_Re,-0.583506005,0.636737174,3.382014441,0.396019113,1.859224766,4.314720546
Zr_Os,-1.789973463,-0.532289599,3.095008982,-0.243394549,-0.351607627,2.407925926
Zr_Ir,-1.959167544,-2.646563255,0.407360762,-1.690106126,-0.422165005,1.008790256
Zr_Pt,1.302104289,-1.938113006,1.730814969,0.796629955,4.462172178,2.54012345
Nb_Ag,-1.13372485,-6.212617728,-1.08790065,-1.776254502,0.775733216,1.138096382
Nb_Hf,4.250272511,7.531937346,8.268503754,6.066464105,6.306279805,8.462244905
Nb_Ta,6.411735008,10.6812694,10.7802976,6.606801043,7.487481626,7.260057473
Nb_W,1.790541187,4.672577219,7.487617019,2.006728699,3.426780976,2.433423462
Nb_Re,1.05005772,3.127525946,5.471784455,2.107180949,4.67564524,4.093558717
Nb_Os,-3.639247757,-2.709685809,3.723489323,-1.123424217,0.237372928,1.202733636
Nb_Ir,-1.434484905,2.584912676,4.648382188,0.225346761,3.31152714,3.132652421
Mo_Ru,2.08921809,-1.743446365,4.605821687,1.835179441,3.589922695,1.420603723
Mo_Rh,-1.324163827,-8.001580821,0.462462492,-1.083749399,0.716201338,-0.410254791
Mo_Ag,-4.489582297,-13.03920261,-5.800564614,-5.947356174,-2.697569657,-1.701343239
Mo_Hf,-0.19608942,0.726309543,3.477719894,1.438933506,2.723272281,4.872629757
Mo_Ta,2.856261492,4.799596682,5.754597059,2.219952199,4.05621772,4.405903682
Mo_Re,0.027689427,3.631439221,4.032498097,2.083869956,2.841367352,4.697523187
Mo_Os,6.461231452,-18.65456242,19.48816242,27.63069255,32.71191626,12.52539772
Mo_Pt,-4.160528685,-6.33756775,-2.347994798,-4.004474058,-0.173012066,-1.192437758
Mo_Au,-3.364573707,-10.77758347,-6.372750204,-10.47153511,1.009138474,-4.007718487
Ru_Rh,-4.012827401,-11.8721339,-1.234298883,-5.243828155,-2.35174022,-1.484811318
Ru_Pd,-1.180474642,-7.649606735,0.611861467,-1.404199299,0.204009899,-0.429242661
Ru_Ag,-7.29363174,-18.94607769,-9.448225627,-12.00533281,-4.501121575,-4.336823198
Ru_Hf,-3.524293196,-5.162283224,0.231185124,-2.73667288,0.968894112,0.797719476
Ru_Ta,-0.558943184,-1.164929494,2.04956886,-1.446250553,1.624968726,1.099267334
Ru_Re,2.122649335,-2.280652276,3.797806822,2.651821134,5.001000024,2.734352957
Ru_Pt,-7.596974333,-14.03717194,-4.793111185,-8.14497576,-3.098001082,-3.455996963
Ru_Au,-3.990608632,-16.70059373,-8.986279744,-19.64708597,1.235515982,-10.03139081
Rh_Pd,-4.664857962,-12.01015711,-4.155329661,-4.746839175,-1.628872373,-3.028424571
Rh_Ta,5.10920932,16.60960679,6.369391451,13.90334935,18.23956223,2.389216522
Rh_Os,-6.575024141,-17.62480449,-3.350653617,-6.228001177,-2.737032644,-2.403884094
Rh_Ir,-10.43437334,-26.54875531,-9.61720254,-11.96748166,-5.963862503,-4.94960158
Rh_Pt,-10.56236621,-27.6696055,-9.645924365,-12.39920208,-5.971104544,-4.703355018
Rh_Au,-8.052259303,-29.16690525,-15.66339343,-27.04635507,-1.88335377,-14.19817291
Pd_Ag,-13.692697,-28.62849622,-16.03971291,-16.95118224,-11.14280807,-5.384147473
Pd_Hf,-4.909590115,-7.758075981,-0.18258954,-4.135768947,-0.30043983,-0.752389335
Pd_W,4.22274488,-7.776725555,5.4493319,7.78457307,10.93276058,1.792508193
Pd_Os,-4.390584477,-12.04637145,-1.070571276,-2.713126439,-0.921917335,-1.243867066
Pd_Ir,-8.674228332,-18.95221186,-6.664792826,-7.515382252,-4.427203193,-3.0225075
Pd_Pt,-7.716998672,-18.29512415,-5.827714154,-6.884989412,-3.116317383,-1.955525947
Pd_Au,-11.67899053,-27.26137358,-15.03263996,-19.08448274,-5.384487712,-8.533728952
Ag_Hf,-4.819099458,0.514771851,3.370365063,2.904485886,-0.762806123,4.389923507
Ag_Ta,-1.060681596,-2.793427196,1.730343859,-0.124933319,0.621785544,1.991813312
Ag_W,-4.612591832,-13.19069979,-5.894306124,-6.38818096,-2.845832059,-1.83634579
Ag_Re,-6.160332766,-8.773852985,-2.554782341,-3.543709503,-3.984214085,1.799326105
Ag_Os,-6.163364954,-13.05601835,-3.624795657,-8.804824549,-1.97098683,-1.248261247
Ag_Ir,-9.399633955,-24.89165063,-13.27031253,-18.16296389,-4.179841769,-7.949547915
Ag_Pt,-11.10888773,-31.46529896,-20.71295892,-24.18454821,-5.455745781,-13.3076172
Ag_Au,-2.869239458,-26.24895752,-22.67550216,-33.18677218,3.970115645,-23.53228943
Hf_Ta,7.556431236,10.99165634,11.04660242,6.915055834,9.979275275,10.71030801
Hf_W,0.75332885,3.436801333,4.882546006,2.362665117,3.107299478,6.177630928
Hf_Re,-3.196401219,-1.430619088,1.919938263,1.323172318,0.063160906,6.630999684
Hf_Os,-2.842278865,-0.596622322,1.595705383,0.459068237,-1.372085994,4.275882744
Hf_Ir,0.192273806,2.628353443,3.38120777,1.691778655,1.121709298,3.690848632
Hf_Pt,-0.75561949,-0.575559524,0.625382466,-0.802959711,1.487337858,2.386468965
Hf_Au,6.273165493,16.5407232,11.64274393,5.46913922,8.162805109,8.361424545
Ta_W,3.805043664,6.849003351,7.110352438,2.955623227,4.709971154,5.100367767
Ta_Re,1.149983904,3.56945488,5.20758636,2.536018698,3.723119613,6.552963391
Ta_Os,-1.944911251,-0.10837807,3.134020619,0.186791301,-0.022946336,3.045582436
Ta_Pt,-0.838725089,-2.538619841,-0.284123213,-2.04127885,1.120221643,1.100753685
Ta_Au,3.708540381,6.004580494,4.823077305,-0.883014003,6.156069816,3.295080444
W_Re,-0.014908145,3.385894393,4.435864994,2.319563243,3.024297392,4.507188101
W_Os,-3.490555877,-0.44583542,5.136598746,-0.97496861,-0.4111652,3.093852084
W_Ir,-6.22622356,-10.06415874,-3.239381342,-5.652840882,-2.642852576,-1.903284932
W_Pt,-4.106483004,-6.0020769,-2.534030027,-4.16235502,-0.230086351,-1.002957286
W_Au,-3.66494276,-11.00129311,-6.900392072,-10.09280419,0.809519541,-4.199134249
Re_Os,-3.455842725,1.720168354,4.329551723,0.235468419,1.947057801,4.243974112
Re_Au,-10.27004732,-20.03860129,-13.42641041,-12.3330131,-5.268326682,-5.395052697
Os_Ir,-12.72161205,-20.23544878,-7.380993271,-11.01560374,-5.044777126,-4.720426019
Os_Pt,-10.56347194,-18.00693138,-6.222958081,-9.726733131,-3.276344164,-3.720913125
Os_Au,-16.6691383,-35.33526653,-23.41811876,-22.46683151,-8.63195403,-13.02594212
Ir_Au,-22.39053606,-50.39719371,-34.81767314,-33.94832503,-12.83575543,-21.0604374
