Sample,0,1,2,3,4,5
Co_MoE,1.082588194,0.760254348,0.438729439,1.474652175,1.445436992,1.277664097
Ti_CoE,4.138808512,1.507931085,1.590882891,4.2543163,2.389253568,2.613664988
Co_TaE,4.956827127,1.971869236,2.21794358,5.732508867,2.983937886,2.917895979
Fe_CuE,11.03632964,2.569068236,2.921615408,10.16931334,4.006334567,4.101659836
Co_CuE,11.36468913,2.650022671,3.034183263,10.07680311,3.978030529,4.088101474
Cu_YE,20.80247223,4.046521421,4.192567067,18.82294021,5.733921483,5.660101352
Cu_ZrE,11.34256184,3.054378503,2.899047073,11.81925573,4.372097069,4.176473647
Cu_ReE,8.651968569,2.384870104,2.717789588,9.620392708,3.493429583,3.609166557
Rh_HfE,9.647229841,2.84026126,2.756225462,9.537231792,3.663231873,3.603507334
Nb_RhE,3.581398968,1.495283906,1.525998224,5.319853431,2.197049938,1.916908487
Rh_WE,1.888178968,1.035947035,1.233978255,2.833130045,1.268790687,1.442507353
Mo_PdE,4.500732696,1.773055139,1.776085704,4.443798222,2.229969412,2.223751393
Nb_PdE,5.534320738,2.082029406,2.146044673,6.871083274,2.776470431,2.602178148
Zr_PdE,8.355261464,2.589609187,2.638946282,8.911253394,3.427244986,3.297596185
Y_PdE,18.26919817,3.499914365,3.929023372,18.07816003,4.748067216,5.099551273
V_PdE,4.195160819,1.785320743,1.84379304,4.004851876,2.370958642,2.393037363
Mo_IrE,0.985819261,1.357889291,1.355289749,1.743366472,0.992566994,0.942287208
Ru_IrE,3.384579246,1.814285536,1.825002478,2.755366874,1.581145942,1.94272261
Ta_IrE,3.831276355,2.243255773,1.928330079,4.81856023,2.509014408,2.409426679
Co_IrE,5.141465074,2.198530738,2.064942559,5.86258785,2.796673377,3.000667212
Ir_PtE,5.370106852,2.124651786,2.276730257,4.863041643,2.405695912,2.747985361
Fe_PtE,19.69258679,4.279976387,4.207517429,20.10341911,5.889635118,5.989354887
Re_PtE,8.009781276,2.849385448,2.731309791,8.673476811,3.612958941,3.722048756
Co_PtE,16.42621441,3.865034797,3.817253194,16.62559184,5.269446343,5.404932222
Nb_RuE,2.751945957,1.364023089,1.479420947,3.74230192,1.815115993,1.72896104
Ti_RuE,2.329309253,1.349242916,1.594371876,2.553463758,1.523205801,1.696755552
Ru_OsE,0.338659828,0.886159867,0.733504108,0.342196696,1.133849968,1.15512824
Mo_WE,-0.289888421,1.289692543,1.288443688,1.593994869,1.711085127,0.282234694
Nb_MoE,3.601019644,1.247661728,1.538488604,5.471423429,1.581111922,1.800387723
V_OsE,-1.530387555,0.569809443,0.829586897,1.478953447,0.346616758,0.62272473
Zr_AuE,13.99030311,3.351908835,3.451628679,12.55266762,4.556194682,4.506005143
Sc_AuE,17.3940832,3.585408907,3.934076058,16.54458311,4.985719782,5.225033095
Sc_AgE,24.61744534,4.192198982,4.451598607,23.22429694,5.985971732,6.263156468
Sc_IrE,8.283722731,2.678911171,3.19657654,10.11512989,3.324053458,3.744378955
Co_NbE,3.078603844,1.679362755,1.427026957,4.454652965,2.426775349,2.303951521
Cu_NbE,10.35190591,2.845470296,2.714681699,11.54319621,4.13379676,4.066311232
Nb_AuE,12.70891379,3.150836923,3.261365241,11.82956327,4.359023428,4.374341026
Rh_ReE,5.33661919,2.037878102,2.25723912,7.50508038,2.657497306,2.766684665
V_CrE,-1.626989434,0.605717253,0.792076851,0.780584601,1.5769846,0.36769288
Sc_OsE,6.397946152,2.332387128,2.9382174,10.06250103,3.019647674,3.53036331
Ti_CuE,9.07255229,2.555223955,2.555404668,9.356807744,3.87897941,3.704474364
Ti_AgE,15.44181689,3.310669199,3.35611895,14.07521851,4.82485757,4.846772029
Sc_CuE,20.91696832,3.957969805,4.264605498,21.49175678,5.702587656,5.888238285
Pd_TaE,7.66133601,2.40045446,2.535559873,8.254944798,3.270692637,3.215639879
V_TaE,3.678828238,1.795596257,2.027242517,6.22543648,2.387186243,2.677190979
Ni_ReE,3.032204401,1.346565719,1.778349088,3.547338788,1.97730584,2.110996424
Ru_WE,0.118719668,0.643770877,0.573517949,0.352111592,1.286031874,1.395194335
Sc_RhE,10.71236559,2.536729451,2.977323513,11.42736322,3.487361881,3.98662545
V_CuE,8.99701495,2.54818416,2.598303141,8.978102272,3.798227515,3.697346904
Cr_WE,-0.721193601,0.873945282,0.574697519,0.422254044,1.275619221,0.813052105
Cu_MoE,9.382271932,2.574176654,2.626086695,9.781082277,3.725157396,3.733697938
Y_RuE,15.85533293,3.227406451,3.623967346,16.05659615,4.387510791,4.917733252
Zr_WE,4.374555105,1.647479162,1.92760533,6.75511329,2.189481626,2.440100064
Nb_PtE,4.027562702,2.135939519,2.239992768,4.524794916,2.56761194,2.350229393
Cr_CoE,2.13341954,0.320969377,0.37104576,0.934959095,1.166663718,1.723635963
Zr_AgE,17.08401123,3.456100925,3.478152619,15.17991262,4.927347897,4.948106681
Pd_ReE,5.592142068,1.958393275,2.222240344,7.056945361,2.569128725,2.737409529
V_MoE,2.237745786,1.135631298,1.469150951,3.962135382,1.378048163,1.601305119
Fe_PdE,10.76148112,2.674081534,2.786373536,10.03127531,3.77615001,4.027731223
Re_IrE,1.862848889,1.734458052,1.465238165,3.63807568,1.785306729,1.975032518
Ti_AuE,11.72044074,3.097849691,3.148327293,11.11284371,4.343401783,4.291533236
Fe_ZrE,9.304769539,2.769298844,2.715390282,11.32765904,3.957880837,4.027427443
Cu_PdE,13.77103377,3.308948952,3.46011006,13.73331421,4.675752024,4.8115998
Ti_MoE,2.372768564,1.125502527,1.571776454,4.137817103,1.362223139,1.682033611
Rh_AgE,20.68499629,3.899294153,4.193933547,18.83618712,5.50211652,5.702790049
Ni_HfE,10.03252003,2.902388399,2.747079946,8.691529574,3.984206911,3.905984198
Ni_TaE,10.02164351,2.878110941,3.027808514,10.14642196,4.126947186,4.102766899
Ni_WE,10.12175156,2.983064194,3.123346446,11.7065083,4.33070393,4.321043238
Ni_OsE,4.20226104,1.920632101,1.84395072,5.146906409,2.562793229,2.746054648
Ni_IrE,6.227307468,2.365414449,2.364902783,6.495827204,2.99438756,3.231211824
Ni_PtE,12.83761104,3.34529165,3.375060516,12.21704166,4.462469309,4.653129179
Ni_AuE,16.27423262,3.496022825,3.560285495,14.43624855,4.882543792,5.082173442
Sc_TiE,10.22389601,2.574061768,3.213445068,12.70333971,3.327958798,4.066936843
Sc_VE,11.83928301,3.016644525,3.548917651,14.92394251,3.939772575,4.5790351
Sc_CrE,12.63537807,3.257253173,3.725879904,16.0222031,4.27424385,4.858966964
Sc_MnE,8.478383371,2.572430983,3.09233965,12.01604583,3.42809545,4.105065755
Sc_FeE,31.11935336,5.189116318,5.489344304,35.81505659,7.38287706,7.70784143
Sc_CoE,17.53586333,3.672146889,4.058133318,19.4363874,5.214156893,5.60311541
Sc_YE,21.2725323,3.199760284,3.913371304,20.84748303,4.033173163,4.921793563
Sc_ZrE,13.67115213,3.148819035,3.684478471,16.42992889,4.089116175,4.73437885
Sc_NbE,14.22092464,3.204786964,3.700097441,17.52932401,4.253520671,4.838406729
Sc_MoE,8.881771126,2.320945176,2.921255943,11.30040674,3.025524866,3.722806451
Sc_RuE,9.325422324,2.469210038,2.960031746,9.819200019,3.145691844,3.750940198
Sc_PdE,11.98860876,2.819967034,3.274093354,12.06073065,3.780628003,4.209844606
Sc_HfE,15.12493409,3.434358428,3.91782043,17.73304294,4.485435617,5.10396002
Sc_TaE,13.41198322,3.111898101,3.660466671,16.37449481,4.21210695,4.821914988
Sc_WE,7.853440381,2.14449674,2.84778027,10.70313356,2.912247743,3.637307306
Sc_ReE,14.38620679,3.410686366,3.861144514,18.87231122,4.720951872,5.152877083
Sc_PtE,9.735139766,2.803722375,3.266047296,9.757709934,3.539554448,3.858429372
Ti_VE,0.094502619,0.649967896,1.319756035,2.111923874,0.94399933,1.2123785
Ti_CrE,-0.306032408,0.858995902,1.375870536,1.909381876,0.72860887,1.313305159
Ti_MnE,-0.045099492,0.553464195,1.143792584,2.239466285,0.24860508,1.441101239
Ti_FeE,3.311118155,1.147623337,1.340254087,4.419342294,2.054258094,2.457471056
Ti_YE,24.78824702,4.582134529,4.831690687,26.36828862,6.221931424,6.552716596
Ti_ZrE,7.39299452,2.463754366,2.684549526,10.10234993,3.156548735,3.453312895
Ti_NbE,4.066594831,1.596366734,1.95501727,6.402270883,1.892131522,2.272883917
Ti_RhE,3.804143591,1.500602137,1.654702777,4.341110875,2.176347593,2.202867844
Ti_PdE,4.71846749,1.845824961,1.856828471,4.656516368,2.478696407,2.440948114
Ti_HfE,8.862937654,2.822486593,3.094786776,11.49632649,3.659967441,3.949016956
Ti_TaE,5.227410873,1.983270774,2.21849913,7.727216646,2.678403784,2.99181618
Ti_WE,1.447818157,0.792619096,1.188486515,3.784544508,1.213749911,1.578006464
Ti_ReE,3.223287113,1.705125998,1.859133967,6.733811158,2.402117204,2.510581754
Ti_OsE,-0.452918869,1.057696016,1.259000239,2.779004602,1.190659819,1.071219929
Ti_IrE,1.109838928,1.649531737,1.742343373,2.792633356,1.755512363,1.561254087
Ti_PtE,2.721931417,1.888583779,1.909508691,2.719626567,2.210534275,1.905293052
V_FeE,1.388809546,0.44452591,0.422858472,1.658561652,1.060839579,1.743734308
V_YE,65.71402352,7.914390182,8.055061818,70.10811292,11.03798053,11.21402044
V_ZrE,7.066694643,2.605342687,2.796730587,10.02736905,3.366591646,3.603759912
V_NbE,2.411812205,1.246441771,1.641790176,4.407947194,1.2245561,1.666419336
V_RuE,1.182102046,1.045189285,1.21614418,1.753223639,1.165782786,1.288481669
V_RhE,2.338864859,1.16857707,1.231595576,2.738155344,1.777036339,1.736752157
V_AgE,14.91572378,3.23440547,3.296545423,13.63252644,4.711596209,4.79356654
V_HfE,8.754554733,2.965504414,3.173406977,11.69502851,3.871760324,4.108707511
V_WE,0.050546237,0.364192782,0.740803388,2.159991357,0.315627797,0.780301739
V_ReE,-0.04415567,0.278132419,0.723500489,2.396246411,0.25709245,0.539004976
V_IrE,-0.270471969,1.314880268,1.393157018,1.481596271,1.163339161,0.671833823
V_PtE,2.756693412,1.894390144,1.996393076,2.834406553,2.194363043,2.035109909
V_AuE,11.56601883,3.075106913,3.179080648,11.00472144,4.292726079,4.30660057
Cr_MnE,-1.484191248,1.015836607,0.744882385,-0.616446764,1.779148932,0.403155652
Cr_FeE,0.734676605,0.96087071,0.891505959,0.885393171,0.79291098,1.192005708
Cr_CuE,9.285801459,2.599336251,2.684095946,9.380206992,3.851740943,3.832134997
Cr_YE,136.3059871,11.55438056,11.64054277,143.4689571,16.23339795,16.34534616
Cr_ZrE,6.982279367,2.724591036,2.865198919,9.692191851,3.507472159,3.699378184
Cr_NbE,1.520553083,1.263763962,1.587467505,3.174155715,1.086354285,1.479010888
Cr_MoE,1.579602139,0.930603001,1.242933069,2.821412702,0.905686507,1.102416077
Cr_RuE,-0.023943295,0.4911751,0.661780627,0.587491429,0.384272497,0.950648357
Cr_RhE,2.059706821,1.162780719,1.260047002,2.107616712,1.708648305,1.762706929
Cr_PdE,4.861106262,1.988418201,2.087078092,4.412442489,2.603250413,2.745603756
Cr_AgE,15.21053952,3.27407411,3.372434904,13.87066677,4.737458844,4.881410258
Cr_HfE,9.348318561,3.122919601,3.292269254,11.79796339,4.076567418,4.270742691
Cr_TaE,3.198738962,1.711750405,1.888839015,5.174157007,2.197966928,2.455533304
Cr_ReE,-1.191950289,0.935675791,0.822992586,1.001199212,1.445210445,0.879549521
Cr_OsE,-2.724657511,0.756839541,0.676163738,-0.568890696,1.463003316,0.448203077
Cr_IrE,0.43520208,1.531252204,1.651972279,2.194734053,1.509546706,1.413440109
Cr_PtE,3.305278435,2.01108622,2.152027994,3.319051856,2.330809705,2.327092905
Cr_AuE,11.77438891,3.101213635,3.233834049,11.09666965,4.294476287,4.378052802
Mn_FeE,0.769360279,0.973004622,0.735285923,1.173591372,0.96231026,1.254428067
Mn_CoE,3.46371933,1.110861386,1.38338787,1.617693298,1.461510396,2.194261719
Mn_CuE,11.17242236,2.989878131,3.23536244,11.87907329,4.290730906,4.350196812
Mn_YE,24.06176635,4.620017579,4.794599116,24.24801662,6.274613397,6.542688973
Mn_ZrE,5.333983595,2.494978957,2.415443076,7.982883896,3.12783623,3.309874784
Mn_NbE,1.368432352,1.446179173,1.355678669,3.879492153,1.538256105,1.778317468
Mn_MoE,-0.642916791,0.791814007,0.44275465,0.893626293,1.664242431,1.007936658
Mn_RuE,-0.193854692,0.614180126,1.176346472,0.444264021,0.895985465,1.304266209
Mn_RhE,1.712642143,1.356319145,1.803270459,1.347010811,1.793971394,2.051742777
Mn_PdE,4.170836261,2.021549195,1.94909762,3.12964331,2.521958424,2.81520158
Mn_AgE,18.91629944,3.833745113,4.06544964,17.88446402,5.398195984,5.584770358
Mn_HfE,7.240722435,2.770159767,2.785279956,9.010009067,3.503276298,3.699007926
Mn_TaE,2.677718378,1.793319026,2.007955373,5.138600033,2.272528509,2.480291236
Mn_ReE,-2.162827952,1.207131562,1.025527759,0.72159908,1.922109674,0.567095031
Mn_OsE,-2.271750947,0.171133691,0.781922104,0.058249045,1.424570924,0.873297329
Mn_IrE,0.68784308,1.641016794,1.529215574,1.434650584,1.008273717,1.470161455
Mn_PtE,3.489086201,2.085783526,2.049032619,2.997074901,2.143269946,2.319472342
Mn_AuE,11.75708672,3.138794241,3.1549122,10.50154105,4.157640234,4.321490753
Fe_YE,22.50103242,4.115073681,4.363540577,21.07746743,5.75684635,5.996726198
Fe_NbE,3.458795356,1.508793672,1.319290698,5.784751364,2.357189755,2.394987306
Fe_MoE,0.665043722,0.849543121,1.09161844,2.089264571,0.240846542,0.577473263
Fe_RuE,3.540369326,1.345781836,1.534492043,3.329373963,2.08584107,2.303766748
Fe_RhE,14.52693647,3.333444781,3.485406203,15.835836,4.849571718,4.990780016
Fe_AgE,16.76056913,3.226325237,3.494524061,13.95743184,4.776430108,5.012233114
Fe_HfE,10.14904719,2.844678455,2.773211609,11.06860656,4.013141641,4.110773666
Fe_TaE,5.424188695,1.92385794,2.225115498,7.267074181,3.021974196,3.082730335
Fe_WE,0.118673948,1.023861446,0.484409954,1.858949986,0.693262377,0.302174331
Fe_ReE,0.224868995,1.156464548,0.326689403,2.486076058,0.931758055,0.935421956
Fe_OsE,1.585959308,1.317151533,0.985036773,4.173113336,1.991600218,2.094270694
Fe_IrE,5.337648152,2.283332483,2.096696131,6.130382013,2.97539014,3.126325447
Fe_AuE,14.21590627,3.201387046,3.144405191,11.95814216,4.51580865,4.694773042
Co_YE,21.29918858,4.045107072,4.268679335,18.23420628,5.574678223,5.756371761
Co_ZrE,7.716513945,2.62888681,2.523380912,8.464187995,3.667796858,3.639700295
Co_RuE,4.845092023,1.652282762,1.876565568,4.09853001,2.347155985,2.593724522
Co_RhE,12.8536547,3.128044617,3.326978861,13.43281233,4.514771228,4.694076691
Co_PdE,9.698984221,2.536042119,2.689713826,8.283636261,3.511764188,3.81542331
Co_AgE,17.11451171,3.289086345,3.587274144,14.45438488,4.813890807,5.059317241
Co_HfE,9.320059614,2.825736907,2.708389422,9.092265707,3.904706383,3.908864234
Co_WE,2.131426228,1.252124048,1.598047756,3.640749786,2.181999866,2.10988263
Co_ReE,0.914119033,0.490873651,1.311321529,2.011676571,1.191218329,1.293760939
Co_OsE,2.015956005,1.474406436,1.26458255,4.076329161,2.042504342,2.202947962
Co_AuE,15.13428823,3.343476493,3.326433972,13.37591114,4.703169667,4.887036024
Cu_RuE,12.15098211,2.946071586,3.18217643,12.2963125,4.235653259,4.340727859
Cu_RhE,17.54543966,3.768060931,4.01719522,18.09597469,5.450814925,5.540013103
Cu_AgE,19.97171209,3.373958346,3.753597043,16.60999681,4.967665825,5.351653789
Cu_HfE,11.97800582,3.144640011,3.013650226,11.7646108,4.43531985,4.242504377
Cu_TaE,14.49295416,3.421065758,3.596843244,15.36097209,4.966283682,4.899828678
Cu_WE,14.78921327,3.459188835,3.629338372,16.36546949,5.057689007,5.060260013
Cu_OsE,10.05321777,2.8445505,2.809112649,11.20486847,3.949470807,4.07202595
Cu_IrE,11.79399351,3.167853793,3.181382884,12.51766289,4.252928547,4.393932878
Cu_PtE,19.22890724,4.11852638,4.153388562,20.06376426,5.658844225,5.77308446
Cu_AuE,18.69570637,3.515486237,3.591715528,15.9161029,4.955392468,5.284546576
Y_ZrE,18.73381582,3.656551789,4.057635307,21.69143692,4.852037211,5.434902513
Y_NbE,34.9237888,5.452877555,5.708559208,40.72450545,7.558367635,7.960409343
Y_MoE,14.59424576,3.048852797,3.446181388,16.80246654,4.063141164,4.742339754
Y_RhE,17.48066889,3.300591272,3.696721055,17.65032683,4.552367668,4.981039077
Y_AgE,23.84994414,3.997085796,4.317319029,22.3212414,5.744795555,5.984651449
Y_HfE,19.11910418,3.692890215,4.077456347,21.09665043,4.864699285,5.419262774
Y_TaE,21.29107593,3.974049961,4.464138263,24.53913127,5.457201121,5.965944307
Y_WE,13.27289749,2.808183122,3.437619747,15.69399272,3.84778313,4.505423626
Y_ReE,16.40293624,3.311750053,3.829320405,19.16141907,4.539212688,5.095834184
Y_OsE,14.06086858,3.117838378,3.651624133,15.88507928,4.147210655,4.67658789
Y_IrE,14.88555228,3.370727671,3.850154858,15.28324195,4.367258812,4.792228298
Y_PtE,16.05411192,3.486415692,3.921944804,15.32036203,4.608694131,4.927258299
Y_AuE,18.8934751,3.702646355,4.092888749,17.95238223,5.148866113,5.326583988
Zr_NbE,8.567753647,2.539323857,2.749881287,11.7133821,3.269253052,3.548811438
Zr_MoE,5.343009172,1.948615996,2.153525927,7.535482626,2.425679296,2.744347239
Zr_RuE,6.30785103,2.221832652,2.301075814,6.866478283,2.846385671,2.95001903
Zr_RhE,7.761060863,2.355033248,2.381020882,8.655516205,3.213279387,3.174699169
Zr_HfE,10.40599315,2.872857545,3.082438876,12.24570944,3.635353231,3.8879748
Zr_TaE,8.343883322,2.405236774,2.644004334,10.34464368,3.17623276,3.400993009
Zr_ReE,5.335700643,2.095305416,2.270781535,8.759059527,2.792085248,2.970802203
Zr_OsE,4.040526929,2.056862974,2.216814288,6.77358316,2.569894367,2.634829527
Zr_IrE,5.183870359,2.416550806,2.524231137,6.30851511,2.861689592,2.783634556
Zr_PtE,7.025521322,2.642565911,2.721801305,6.493495201,3.22664994,3.061476928
Nb_AgE,16.58238702,3.374596604,3.446913497,15.39637708,4.909535532,4.989703735
Nb_HfE,10.12744531,2.904239949,3.106838653,13.00674416,3.833126503,4.038118232
Nb_TaE,5.777757774,1.834748623,2.040679146,8.230432647,2.522622518,2.748619364
Nb_WE,1.988248704,0.169179514,0.789031251,4.023895845,0.729806788,0.981682392
Nb_ReE,2.078024898,0.867218148,1.053890505,4.856329216,1.274507703,1.322215906
Nb_OsE,0.357866223,1.034349317,1.160143393,3.555196301,1.172773991,0.898514179
Nb_IrE,1.182749891,1.671869565,1.745852288,2.966455134,1.71001275,1.354313052
Mo_RuE,0.328196576,0.502244504,0.57946803,0.792833736,1.235538005,1.138866932
Mo_RhE,2.64556871,1.104661303,1.411808866,2.88679821,1.570713874,1.459785926
Mo_AgE,15.18639627,3.141922035,3.32606347,13.12021458,4.508287763,4.650114798
Mo_HfE,6.522714464,2.416983333,2.562237844,8.313567047,3.054049858,3.251222662
Mo_TaE,3.943319801,1.549588645,1.694028864,5.566614275,2.071486496,2.260979553
Mo_ReE,-0.994545763,1.21654967,1.192441404,2.012600449,1.679833767,1.305066946
Mo_OsE,-2.011950751,0.824008684,0.986050913,0.745519225,1.445297286,1.040371515
Mo_PtE,3.884341622,1.928286492,1.978310738,3.134783695,2.102033743,2.099524496
Mo_AuE,15.83870055,3.588794643,3.650790534,15.13301795,4.963606026,5.027570368
Ru_RhE,4.754392309,1.654829879,2.083494951,3.045231593,2.114379689,2.420660259
Ru_PdE,6.534591734,2.140208537,2.153439933,4.324864214,2.608695097,2.915948994
Ru_AgE,17.45658081,3.445470024,3.727177138,15.1600624,4.848994867,5.056293732
Ru_HfE,8.257218413,2.713373254,2.693712523,7.593337899,3.381083813,3.417333565
Ru_TaE,4.223378392,1.904963985,2.012794463,4.519563313,2.398850091,2.361920124
Ru_ReE,0.800719358,0.612861776,0.976618079,1.461264389,0.974338704,0.717868829
Ru_PtE,6.45025931,2.28090484,2.333239493,4.468999135,2.524337658,2.81247846
Ru_AuE,16.5982638,3.651753777,3.718895701,15.05722952,4.938426756,5.077556878
Rh_PdE,8.536512127,2.313107999,2.370040828,6.598888806,2.675596091,3.075048102
Rh_TaE,5.88600059,2.12159856,2.231182937,6.728554182,2.828437931,2.72038772
Rh_OsE,2.45771627,1.454202941,1.39329305,3.615556831,1.357231938,1.691351563
Rh_IrE,4.30832839,2.009254265,2.03713404,4.225291693,2.044710908,2.387655812
Rh_PtE,6.90176043,2.373263713,2.438784667,5.071563739,2.711552051,3.022611111
Rh_AuE,15.52976992,3.497909229,3.578275971,14.05245939,4.725759565,4.89096121
Pd_AgE,18.69862611,3.62806198,3.851976279,16.87842912,5.133666312,5.370802477
Pd_HfE,10.48046775,2.948824788,2.924049341,10.21763017,3.893784847,3.788285801
Pd_WE,3.719071415,1.545807346,1.813860711,4.778605598,2.101672288,2.043367539
Pd_OsE,4.114417189,1.788163714,1.892651019,5.084248311,2.044302431,2.344888148
Pd_IrE,5.465254594,2.184676377,2.062496825,5.298169196,2.412333343,2.764081431
Pd_PtE,7.518480165,2.477197523,2.471893012,6.101391866,2.919947231,3.257374965
Pd_AuE,18.63555285,3.909929035,3.86073808,17.86249303,5.348189307,5.516728038
Ag_HfE,17.57224606,3.68448058,3.613769887,15.40168881,5.105507521,5.082714615
Ag_TaE,126.128254,11.02098412,11.07027591,131.9950462,15.59408795,15.61817255
Ag_WE,171.4898889,12.91933273,12.96034703,179.8917081,18.28624165,18.32200712
Ag_ReE,13.89152134,3.035526411,3.281542743,13.14984116,4.276998051,4.51079898
Ag_OsE,14.89765504,3.345237702,3.358700698,14.64577728,4.613254301,4.8497805
Ag_IrE,16.28127752,3.591209651,3.643253343,15.76745175,4.836161887,5.071855534
Ag_PtE,20.84837349,4.124859195,4.194454571,20.08291235,5.626948985,5.832558489
Ag_AuE,19.29925661,3.684520364,3.795797153,17.40851021,5.151610006,5.379298592
Hf_TaE,9.57462988,2.745325686,2.894693842,11.31924501,3.553470369,3.789077774
Hf_WE,5.484085536,2.084719998,2.232571729,7.643866187,2.663380378,2.916421332
Hf_ReE,6.803277877,2.387400771,2.47035843,9.214531068,3.074332663,3.276142065
Hf_OsE,5.812033272,2.419332716,2.484672095,7.618352701,2.981418064,3.078714515
Hf_IrE,7.035596669,2.733564483,2.764280043,7.226310658,3.242367705,3.213092306
Hf_PtE,9.256513321,2.976353895,3.011064714,7.456655542,3.584134302,3.514387837
Hf_AuE,14.61639721,3.468988419,3.534842118,12.48217502,4.615372522,4.567250197
Ta_WE,2.795812093,1.239567502,1.68713777,4.53163198,1.54780602,1.719945493
Ta_ReE,5.376413588,2.222660865,2.505187758,8.825616727,2.975654775,3.047408329
Ta_OsE,1.787522273,1.710079872,1.340900988,4.479162803,1.988729927,1.922307672
Ta_PtE,6.511197002,2.592405579,2.368397078,5.590584795,3.032281234,2.953953283
Ta_AuE,13.37974424,3.297264919,3.164505321,11.71030171,4.415268748,4.428262622
W_ReE,-0.793608467,1.159515586,0.59851533,2.037538319,1.654635035,1.164317079
W_OsE,-2.16730312,0.943590328,1.353052327,0.336370455,1.722974892,0.557275807
W_IrE,0.107538244,1.280566979,0.643763901,1.060545889,0.268977352,1.078399181
W_PtE,2.849912151,1.826107443,1.520436178,2.141475067,1.74820602,1.7027609
W_AuE,11.28907845,2.957242879,2.824135827,9.945491617,3.978061595,4.069452685
Re_OsE,-1.557331338,0.365298968,0.85623256,1.933440043,0.752235055,0.297646558
Re_AuE,12.1474196,3.103078748,3.03703036,11.54775743,4.241601262,4.390807638
Os_IrE,0.799348864,1.257950076,1.111542837,2.301615786,0.726265587,1.275680474
Os_PtE,3.742280105,1.872321005,1.910848043,3.643944281,2.017452764,2.292761638
Os_AuE,14.40030494,3.431248756,3.400474716,14.48393504,4.743047847,4.891656164
Ir_AuE,16.05729566,3.634074028,3.71618663,16.08206697,5.003526083,5.161396708
Pt_AuE,15.0431672,3.444581177,3.541539054,14.22165522,4.667845306,4.862360839
